FIPS,City,Year,Population,Primary Point
1938820,Ireton,July 01 1993,640,POINT (-96.3217494 42.974898)
1903520,Atlantic,July 01 2002,7036,POINT (-95.0138852 41.3956577)
1961275,Panama,July 01 2012,217,POINT (-95.4754762 41.7263507)
1958395,Oakville,July 01 2009,391,POINT (-91.0436173 41.0981152)
1946605,Lost Nation,July 01 1998,430,POINT (-90.8167168 41.9665989)
1924600,Eldridge,July 01 2019,6846,POINT (-90.5805427 41.6393994)
1968700,Rose Hill,April 01 2010,168,POINT (-92.4636988 41.3203615)
1968925,Rossie,July 01 2008,56,POINT (-95.1886124 43.0136605)
1913395,Cincinnati,July 01 1993,363,POINT (-92.9222293 40.6309489)
1974280,Spencer,July 01 1998,11248,POINT (-95.1533205 43.1468576)
1956865,Nodaway,July 01 1996,133,POINT (-94.8953832 40.9365491)
1947730,Lytton,July 01 2013,301,POINT (-94.8604989 42.4233029)
1947505,Luzerne,July 01 2017,94,POINT (-92.1802573 41.9057019)
1944805,Lewis,April 01 2010,433,POINT (-95.0842834 41.3064931)
1905770,Bennett,July 01 2011,391,POINT (-90.9738424 41.7398285)
1950205,Masonville,July 01 2001,104,POINT (-91.5915017 42.4798479)
1947775,McCallsburg,July 01 2008,334,POINT (-93.3906852 42.1648558)
1928965,Fredericksburg,July 01 2001,974,POINT (-92.1963762 42.9646442)
1957630,Northwood,July 01 2003,1996,POINT (-93.2166459 43.444054)
1983010,Webb,July 01 2001,162,POINT (-95.0129187 42.9497593)
1964560,Prescott,July 01 2012,249,POINT (-94.6129796 41.0238035)
1912270,Center Point,July 01 2019,2555,POINT (-91.7794373 42.1843009)
1962850,Pilot Mound,July 01 2011,172,POINT (-94.0183302 42.1592616)
1957045,Northboro,July 01 1996,74,POINT (-95.2936381 40.6080172)
1968385,Rodney,July 01 2013,58,POINT (-95.9507042 42.2047575)
1902800,Arispe,July 01 2017,98,POINT (-94.2191509 40.9480308)
1967125,Rinard,July 01 2006,64,POINT (-94.4849296 42.3396126)
1973290,Sioux Center,April 01 2010,7048,POINT (-96.1707089 43.0746484)
1923970,Eddyville,April 01 1990,1036,POINT (-92.6297911 41.1592059)
1982200,Wapello,April 01 2010,2067,POINT (-91.188117 41.1770957)
1972975,Sibley,July 01 2019,2574,POINT (-95.7437957 43.401265)
1910090,Calumet,July 01 2015,166,POINT (-95.5515151 42.9449608)
1950935,Melcher-Dallas,July 01 2012,1279,POINT (-93.2411492 41.2274271)
1906940,Blencoe,July 01 1995,255,POINT (-96.0821104 41.9303416)
1981120,Vining,April 01 2010,50,POINT (-92.3875202 41.990983)
1986520,Winterset,April 01 2010,5190,POINT (-94.013512 41.3455206)
1904240,Bagley,July 01 2001,345,POINT (-94.4303047 41.8463643)
1937290,Hospers,July 01 2019,696,POINT (-95.903694 43.0725353)
1952095,Milford,July 01 1996,2332,POINT (-95.1286238 43.338269)
1912495,Central City,July 01 2009,1172,POINT (-91.5244676 42.2037451)
1948585,Mallard,July 01 2008,266,POINT (-94.6831596 42.9393896)
1976440,Superior,July 01 1992,130,POINT (-94.946743 43.433689)
1950250,Massena,July 01 1996,367,POINT (-94.7698202 41.2506437)
1972435,Shell Rock,July 01 2007,1230,POINT (-92.5818767 42.7122338)
1942465,Lake City,July 01 2008,1610,POINT (-94.7310464 42.2676372)
1937515,Hull,July 01 2015,2245,POINT (-96.1336554 43.1894543)
1915375,Columbus City,April 01 1990,328,POINT (-91.3746897 41.2592765)
1945480,Linn Grove,July 01 2011,155,POINT (-95.242346 42.8928146)
1900235,Ackworth,July 01 1998,69,POINT (-93.4747827 41.3663016)
1967035,Ridgeway,April 01 2010,315,POINT (-91.9926366 43.2988771)
1979410,Udell,July 01 1997,85,POINT (-92.7426983 40.7801811)
1966000,Redding,July 01 1996,121,POINT (-94.3862876 40.6068297)
1953490,Montezuma,April 01 1990,1651,POINT (-92.5273821 41.5833762)
1916590,Corwith,July 01 2005,325,POINT (-93.9580791 42.9890004)
1985215,Whiting,July 01 1997,801,POINT (-96.1507766 42.1271884)
1965010,Protivin,July 01 2011,282,POINT (-92.0891446 43.2164283)
1977115,Tama,July 01 2014,2808,POINT (-92.5739874 41.9636382)
1939405,Janesville,July 01 1996,924,POINT (-92.4629269 42.6458874)
1964605,Preston,July 01 2016,968,POINT (-90.3973609 42.0490456)
1941610,Kiron,July 01 2009,253,POINT (-95.3272682 42.1941298)
1938100,Independence,July 01 1993,5974,POINT (-91.9029773 42.4621659)
1946155,Logan,July 01 1997,1454,POINT (-95.7916479 41.64514)
1930630,Gilbert,July 01 1995,768,POINT (-93.6462341 42.1072488)
1974775,St. Donatus,July 01 2007,154,POINT (-91.4457379 42.0529659)
1947055,Luana,July 01 2002,244,POINT (-91.4557178 43.0594516)
1911215,Carter Lake,July 01 2011,3795,POINT (-95.9169331 41.2884608)
1968070,Rockford,July 01 1995,863,POINT (-92.9477776 43.0524158)
1942960,Lamoni,July 01 1991,2258,POINT (-93.934323 40.6204912)
1912855,Charlotte,July 01 1992,338,POINT (-90.4682057 41.9621301)
1975135,State Center,July 01 1994,1306,POINT (-93.1652582 42.0148885)
1932025,Grand Mound,July 01 1991,612,POINT (-90.6501579 41.8232709)
1913395,Cincinnati,July 01 1995,357,POINT (-92.9222293 40.6309489)
1984630,Westside,April 01 2000,327,POINT (-95.1013476 42.075749)
1967170,Ringsted,July 01 1996,462,POINT (-94.5067295 43.2949389)
1946335,Lone Tree,July 01 2015,1394,POINT (-91.4262099 41.4866558)
1984900,What Cheer,July 01 2007,632,POINT (-92.3546256 41.3997555)
1901135,Algona,July 01 2007,5304,POINT (-94.2301199 43.0743166)
1974955,Stanley,July 01 2011,123,POINT (-91.8123104 42.6416487)
1984090,Westfield,July 01 2015,131,POINT (-96.6055187 42.7561653)
1966855,Ricketts,April 01 2000,144,POINT (-95.5749041 42.1280902)
1903475,Atkins,July 01 2009,1588,POINT (-91.8585601 41.9942458)
1932520,Gravity,July 01 2017,181,POINT (-94.7435014 40.7601646)
1913530,Clarence,July 01 2004,981,POINT (-91.057044 41.8858879)
1922800,Dundee,July 01 2013,171,POINT (-91.5461458 42.5798507)
1946245,Lohrville,July 01 2009,338,POINT (-94.5515983 42.2671725)
1944805,Lewis,July 01 2016,411,POINT (-95.0842834 41.3064931)
1987240,Wyoming,July 01 2019,515,POINT (-91.0051028 42.0597168)
1905635,Bellevue,July 01 1992,2305,POINT (-90.4318375 42.2625585)
1947865,McClelland,July 01 2004,126,POINT (-95.68343 41.3284733)
1942015,Knoxville,July 01 1998,8261,POINT (-93.1023566 41.3188166)
1904330,Baldwin,July 01 2019,108,POINT (-90.8385145 42.0732052)
1908875,Brunsville,July 01 2001,145,POINT (-96.2667032 42.8109608)
1930540,Gibson,July 01 2014,60,POINT (-92.3920455 41.480236)
1910045,Calmar,July 01 2006,1029,POINT (-91.8677508 43.1805636)
1904330,Baldwin,July 01 2016,109,POINT (-90.8385145 42.0732052)
1983685,West Burlington,July 01 2005,3317,POINT (-91.1763695 40.8218381)
1916500,Corning,July 01 2015,1505,POINT (-94.7395154 40.9929182)
1967575,Riverton,April 01 2010,304,POINT (-95.5686127 40.6868183)
1900775,Akron,July 01 1997,1491,POINT (-96.5570105 42.8266985)
1949935,Martinsburg,July 01 2012,109,POINT (-92.2519181 41.1786664)
1903835,Aurora,July 01 2006,183,POINT (-91.7294524 42.6201079)
1940260,Kanawha,July 01 1994,738,POINT (-93.7932443 42.9341778)
1948990,Manson,July 01 2018,1578,POINT (-94.5401543 42.5283851)
1950160,Mason City,July 01 2006,27583,POINT (-93.1998074 43.1487201)
1986835,Woodbine,July 01 2001,1543,POINT (-95.7067259 41.7346202)
1939900,Jolley,July 01 1997,50,POINT (-94.7182601 42.4794481)
1914025,Clear Lake,July 01 1994,8725,POINT (-93.3739922 43.1346536)
1956685,Nichols,July 01 2013,373,POINT (-91.307943 41.4796928)
1987285,Yale,July 01 1997,224,POINT (-94.3572116 41.7753718)
1901315,Allison,July 01 1994,939,POINT (-92.7957606 42.7517481)
1943590,Latimer,July 01 2013,494,POINT (-93.3655999 42.762884)
1922755,Duncombe,July 01 2018,389,POINT (-93.9962117 42.4694866)
1948810,Manchester,July 01 2001,5212,POINT (-91.4556248 42.4853639)
1909100,Buckeye,July 01 1995,102,POINT (-93.3758285 42.419473)
1903520,Atlantic,July 01 2017,6691,POINT (-95.0138852 41.3956577)
1907930,Braddyville,July 01 1991,203,POINT (-95.0311862 40.5806312)
1909685,Burt,July 01 1999,569,POINT (-94.2210539 43.1989094)
1903025,Arnolds Park,July 01 1993,1017,POINT (-95.1362945 43.3602008)
1969240,Runnells,July 01 2017,518,POINT (-93.3603967 41.5140555)
1981840,Walford,July 01 1999,1140,POINT (-91.8305169 41.8796623)
1983910,West Des Moines,July 01 2008,55503,POINT (-93.7802969 41.5527354)
1923250,Eagle Grove,July 01 1998,3622,POINT (-93.9026088 42.6667195)
1906490,Bevington,July 01 2006,62,POINT (-93.7902373 41.3595466)
1943725,Laurens,July 01 1995,1528,POINT (-94.8482953 42.8477467)
1916725,Cotter,July 01 2008,46,POINT (-91.4658078 41.2939949)
1968565,Rome,July 01 2005,117,POINT (-91.6818867 40.9821661)
1948675,Maloy,July 01 1993,36,POINT (-94.4119202 40.6731797)
1956100,New Hampton,July 01 1993,3861,POINT (-92.3163583 43.0571675)
1944220,Le Grand,July 01 2019,914,POINT (-92.7749753 42.0066925)
1932115,Grandview,July 01 2014,544,POINT (-91.1882749 41.2772257)
1974775,St. Ansgar,July 01 1997,1214,POINT (-91.4457379 42.0529659)
1986970,Woodward,April 01 2000,1200,POINT (-93.9208014 41.8522961)
1912945,Chatsworth,July 01 2016,81,POINT (-96.5144511 42.9163167)
1944265,Lehigh,July 01 1994,505,POINT (-94.0534845 42.3574683)
1914925,Coggon,July 01 1999,669,POINT (-91.5303669 42.2783061)
1914520,Clive,July 01 2017,17126,POINT (-93.7972549 41.6144592)
1950430,Maurice,July 01 2011,276,POINT (-96.1827384 42.9660542)
1916635,Corydon,April 01 2000,1591,POINT (-93.3174517 40.757426)
1901090,Alexander,July 01 2007,160,POINT (-93.4786472 42.8044201)
1921720,Donahue,July 01 2004,287,POINT (-90.6746301 41.6915346)
1952500,Milton,July 01 1994,522,POINT (-92.1621496 40.671185)
1957675,Norwalk,July 01 2018,11512,POINT (-93.6922661 41.4914536)
1931845,Graf,July 01 2019,81,POINT (-90.8732325 42.4938574)
1983055,Webster,April 01 1990,103,POINT (-92.1715154 41.4378773)
1962985,Pioneer,July 01 2007,19,POINT (-94.3908921 42.6535255)
1922845,Dunkerton,July 01 2011,866,POINT (-92.161378 42.5673881)
1977790,Thor,April 01 1990,205,POINT (-94.0495691 42.6881159)
1980490,Van Wert,July 01 1995,259,POINT (-93.7918044 40.8710641)
1976665,Swan,July 01 2002,119,POINT (-93.3095681 41.4674984)
1915960,Conway,July 01 1992,52,POINT (-94.6200534 40.7492479)
1903340,Aspinwall,July 01 2018,39,POINT (-95.1349612 41.9105489)
1958710,Okoboji,July 01 2017,807,POINT (-95.1392893 43.3912199)
1946515,Lorimor,July 01 2016,349,POINT (-94.0570493 41.1266756)
1928605,Fort Madison,July 01 1995,11954,POINT (-91.3519128 40.6198735)
1912270,Center Point,July 01 2008,2325,POINT (-91.7794373 42.1843009)
1986970,Woodward,July 01 1993,1216,POINT (-93.9208014 41.8522961)
1932745,Greene,July 01 2007,977,POINT (-92.8043393 42.8969089)
1972075,Sharpsburg,July 01 2015,89,POINT (-94.640482 40.802969)
1905905,Benton,July 01 2008,37,POINT (-94.3611955 40.704075)
1938640,Iowa Falls,July 01 1996,5365,POINT (-93.2661847 42.5190554)
1929010,Frederika,July 01 2016,200,POINT (-92.3061682 42.883407)
1940890,Keomah Village,July 01 2012,96,POINT (-92.5367656 41.2885469)
1958620,Oelwein,July 01 2007,6095,POINT (-91.9131952 42.6713674)
1929550,Galt,July 01 1992,43,POINT (-93.6051275 42.692983)
1921810,Donnellson,July 01 2019,854,POINT (-91.5615902 40.6441384)
1941385,Kingsley,July 01 2013,1406,POINT (-95.9679007 42.5864657)
1906760,Blairsburg,July 01 2009,217,POINT (-93.6428357 42.47838)
1926760,Farley,July 01 1999,1396,POINT (-91.0091147 42.4437548)
1974505,Springbrook,July 01 1991,165,POINT (-90.479117 42.1655919)
1934545,Harper,July 01 2017,109,POINT (-92.0509513 41.3636709)
1976890,Swisher,July 01 2019,953,POINT (-91.6938947 41.8441956)
1905095,Beaconsfield,July 01 2009,10,POINT (-94.0506804 40.8075746)
1949575,Marne,July 01 1995,149,POINT (-95.1107615 41.4489055)
1927390,Fertile,April 01 1990,382,POINT (-93.4232008 43.2623108)
1979185,Turin,July 01 2003,73,POINT (-95.9660243 42.020857)
1943500,Larrabee,July 01 2006,132,POINT (-95.5447369 42.8615008)
1918075,Dakota City,July 01 2011,840,POINT (-94.1976919 42.7229033)
1925095,Elma,July 01 1997,654,POINT (-92.4393341 43.2458725)
1987240,Wyoming,July 01 2014,514,POINT (-91.0051028 42.0597168)
1975450,Stockton,July 01 2004,178,POINT (-90.8564268 41.5908278)
1918435,Danville,April 01 2010,934,POINT (-91.3145579 40.8600374)
1958980,Olin,July 01 2009,701,POINT (-91.1417344 41.9977327)
1900955,Albion,July 01 2016,483,POINT (-92.9887407 42.1125257)
1908200,Brayton,July 01 1991,117,POINT (-94.9303482 41.5448041)
1965640,Randolph,July 01 2014,156,POINT (-95.5647251 40.8734345)
1965505,Ralston,July 01 2017,76,POINT (-94.6293007 42.0417738)
1925095,Elma,July 01 1991,663,POINT (-92.4393341 43.2458725)
1909820,Calamus,July 01 2014,421,POINT (-90.7600146 41.8264945)
1912720,Chariton,July 01 2005,4563,POINT (-93.3094486 41.0175751)
1936705,Holland,July 01 2005,261,POINT (-92.7988148 42.3999555)
1966360,Rembrandt,July 01 1997,193,POINT (-95.1656104 42.8257187)
1969465,Ryan,July 01 2005,374,POINT (-91.4851389 42.3524086)
1952230,Millersburg,July 01 2003,189,POINT (-92.1591639 41.5731722)
1937515,Hull,July 01 2009,2031,POINT (-96.1336554 43.1894543)
1961815,Paton,July 01 2017,230,POINT (-94.2550567 42.1642219)
1960645,Oxford,April 01 2000,705,POINT (-91.7912597 41.7226966)
1937290,Hospers,July 01 1996,692,POINT (-95.903694 43.0725353)
1901135,Algona,July 01 2002,5566,POINT (-94.2301199 43.0743166)
1943365,La Porte City,July 01 2018,2251,POINT (-92.1911991 42.3137209)
1968340,Rodman,July 01 1993,55,POINT (-94.5271834 43.0265898)
1940440,Kellogg,July 01 1992,694,POINT (-92.9070787 41.7180274)
1935130,Havelock,July 01 2006,170,POINT (-94.7008548 42.8331095)
1949935,Martinsburg,July 01 2001,125,POINT (-92.2519181 41.1786664)
1902845,Arlington,July 01 2011,430,POINT (-91.6710476 42.7487868)
1973785,Soldier,July 01 2014,168,POINT (-95.7801688 41.9842069)
1915105,College Springs,July 01 1992,225,POINT (-95.1211184 40.6212901)
1918255,Dallas Center,July 01 1999,1728,POINT (-93.9816407 41.6854114)
1980490,Van Wert,July 01 2012,216,POINT (-93.7918044 40.8710641)
1976935,Tabor,April 01 2010,1040,POINT (-95.6737118 40.8949387)
1946065,Lockridge,July 01 2006,261,POINT (-91.7492245 40.9936662)
1919360,Decatur City,July 01 2002,198,POINT (-93.8327285 40.7423389)
1981840,Walford,July 01 2017,1453,POINT (-91.8305169 41.8796623)
1964605,Preston,July 01 2014,979,POINT (-90.3973609 42.0490456)
1940215,Kamrar,July 01 1994,207,POINT (-93.7279798 42.3896833)
1941115,Keystone,July 01 1997,605,POINT (-92.198287 41.9997178)
1922980,Durant,July 01 2016,1848,POINT (-90.9119451 41.6014845)
1930000,Garrison,July 01 2007,402,POINT (-92.1431601 42.1440125)
1949575,Marne,July 01 2008,141,POINT (-95.1107615 41.4489055)
1960915,Packwood,July 01 2004,216,POINT (-92.0824761 41.1327254)
1927255,Ferguson,April 01 1990,166,POINT (-92.8630313 41.9385801)
1954480,Mount Ayr,July 01 2002,1823,POINT (-94.2376587 40.7141372)
1961365,Panorama Park,July 01 2001,129,POINT (-90.4536976 41.5556125)
1978825,Treynor,July 01 1997,981,POINT (-95.6063422 41.2321933)
1966315,Reinbeck,July 01 1997,1672,POINT (-92.5942704 42.3225055)
1915195,Collins,July 01 2016,482,POINT (-93.3082881 41.9019614)
1931980,Grand Junction,July 01 2003,928,POINT (-94.2370224 42.032965)
1964065,Pomeroy,July 01 1992,764,POINT (-94.6778218 42.5519497)
1932790,Greenfield,July 01 2019,1838,POINT (-94.4591514 41.305599)
1955335,Nashua,July 01 2006,1528,POINT (-92.5417304 42.950168)
1950160,Mason City,July 01 2018,27067,POINT (-93.1998074 43.1487201)
1939855,Joice,July 01 2005,232,POINT (-93.4581067 43.3647892)
1944220,Le Grand,July 01 2004,944,POINT (-92.7749753 42.0066925)
1929055,Fredonia,July 01 2012,241,POINT (-91.3393851 41.284514)
1967215,Rippey,July 01 2008,279,POINT (-94.2007998 41.9342117)
1964290,Postville,July 01 1996,1550,POINT (-91.5682128 43.0839487)
1925725,Epworth,July 01 2008,1613,POINT (-90.9309156 42.4474634)
1973920,Somers,July 01 1996,179,POINT (-94.4309564 42.3787135)
1902485,Arcadia,July 01 1995,477,POINT (-95.0431916 42.0861975)
1907750,Boxholm,July 01 2003,209,POINT (-94.1062028 42.1736058)
1952815,Mingo,July 01 1992,250,POINT (-93.2826185 41.7662068)
1905635,Bellevue,April 01 2010,2191,POINT (-90.4318375 42.2625585)
1919450,Dedham,July 01 2003,256,POINT (-94.8232369 41.9087315)
1946830,Lovilia,July 01 2002,565,POINT (-92.9081459 41.1349356)
1957225,North English,July 01 2011,1037,POINT (-92.0776314 41.5164005)
1907750,Boxholm,July 01 2007,202,POINT (-94.1062028 42.1736058)
1937425,Hubbard,July 01 1998,774,POINT (-93.3013025 42.3061102)
1958710,Okoboji,July 01 2008,948,POINT (-95.1392893 43.3912199)
1950430,Maurice,July 01 1997,283,POINT (-96.1827384 42.9660542)
1959645,Orleans,July 01 1992,566,
1977745,Thompson,July 01 1996,495,POINT (-93.7746954 43.3697498)
1952815,Mingo,July 01 2019,309,POINT (-93.2826185 41.7662068)
1929010,Frederika,July 01 1998,198,POINT (-92.3061682 42.883407)
1965820,Raymond,July 01 2014,816,POINT (-92.2295794 42.4693809)
1971625,Sergeant Bluff,July 01 1995,2966,POINT (-96.3555039 42.4003181)
1969645,Sac City,July 01 1994,2424,POINT (-94.9979112 42.4216962)
1903385,Athelstan,July 01 1993,29,POINT (-91.1664541 41.5716874)
1900865,Albert City,July 01 2005,681,POINT (-94.949139 42.7816026)
1904420,Bancroft,July 01 1998,816,POINT (-94.2175386 43.292755)
1974460,Spragueville,April 01 2000,89,POINT (-90.4320591 42.0717247)
1975180,Steamboat Rock,July 01 2001,335,POINT (-93.0665057 42.4081346)
1906850,Blakesburg,July 01 2009,350,POINT (-92.6348019 40.9619732)
1933150,Griswold,July 01 2001,1016,POINT (-95.1392779 41.2342966)
1938280,Indianola,April 01 2010,14782,POINT (-93.5658922 41.3623795)
1941385,Kingsley,July 01 2008,1239,POINT (-95.9679007 42.5864657)
1985710,Willey,July 01 1995,73,POINT (-94.8223651 41.9787458)
1985710,Willey,July 01 2002,100,POINT (-94.8223651 41.9787458)
1912405,Centerville,July 01 1997,5987,
1942825,Lakota,July 01 2016,284,POINT (-94.0963165 43.3786517)
1980985,Villisca,July 01 2003,1279,POINT (-94.9819234 40.9298265)
1974415,Spirit Lake,July 01 1992,3965,POINT (-95.1108029 43.4177008)
1945390,Linden,July 01 1991,205,POINT (-94.2699847 41.6427085)
1911080,Carroll,July 01 2017,9903,POINT (-94.8646894 42.0697353)
1981885,Walker,July 01 2012,797,POINT (-91.7808739 42.2873128)
1930900,Gilman,July 01 1993,534,POINT (-92.7881403 41.878809)
1973920,Somers,July 01 2001,161,POINT (-94.4309564 42.3787135)
1903115,Arthur,July 01 2013,203,POINT (-95.3469405 42.3353614)
1940350,Kellerton,July 01 2013,303,POINT (-94.0502485 40.7102575)
1902080,Andover,July 01 2002,86,POINT (-90.2529846 41.9799233)
1977520,Terril,July 01 2012,366,POINT (-94.9689637 43.3058467)
1923970,Eddyville,July 01 2005,1063,POINT (-92.6297911 41.1592059)
1950790,Mediapolis,July 01 2007,1597,POINT (-91.1637445 41.0078886)
1947505,Luzerne,July 01 1996,95,POINT (-92.1802573 41.9057019)
1922935,Durango,July 01 2002,24,POINT (-90.7743258 42.5610615)
1914925,Coggon,July 01 2019,667,POINT (-91.5303669 42.2783061)
1904555,Barnes City,July 01 1994,213,POINT (-92.4696188 41.5070595)
1975450,Stockton,July 01 2012,197,POINT (-90.8564268 41.5908278)
1934185,Hanlontown,April 01 2000,229,POINT (-93.3788839 43.2809013)
1915375,Columbus City,April 01 2010,391,POINT (-91.3746897 41.2592765)
1941790,Knierim,July 01 2002,66,POINT (-94.4559372 42.4561397)
1957360,North Liberty,July 01 1994,3396,POINT (-91.610653 41.7439981)
1979905,Urbana,April 01 2010,1458,POINT (-91.887274 42.2284093)
1929775,Garden Grove,July 01 2019,197,POINT (-93.6071931 40.8265786)
1958620,Oelwein,July 01 1991,6954,POINT (-91.9131952 42.6713674)
1926940,Farnhamville,July 01 1997,395,POINT (-94.407793 42.2767837)
1935265,Hawarden,July 01 2011,2531,POINT (-96.4831539 43.0018665)
1927210,Fenton,July 01 2007,263,POINT (-94.4279672 43.2181569)
1942015,Knoxville,July 01 2011,7282,POINT (-93.1023566 41.3188166)
1916815,Coulter,July 01 1998,245,POINT (-93.3700471 42.73312)
1964470,Prairie City,July 01 1999,1450,POINT (-93.2391586 41.5952729)
1902530,Archer,July 01 2013,128,POINT (-95.7440995 43.1151043)
1974775,St. Anthony,July 01 2001,109,POINT (-91.4457379 42.0529659)
1960015,Osterdock,July 01 1998,49,POINT (-91.1578336 42.7313862)
1934995,Hastings,July 01 2018,150,POINT (-95.4948278 41.0250884)
1926175,Everly,July 01 1992,687,POINT (-95.3198127 43.1618843)
1986700,Woden,July 01 1995,286,POINT (-93.9114238 43.2307878)
1943905,Lawton,July 01 2006,738,POINT (-96.1851089 42.4769168)
1956550,New Vienna,July 01 1998,367,POINT (-91.1138852 42.5477204)
1949305,Marble Rock,July 01 2002,320,POINT (-92.8683374 42.9647201)
1960420,Ottosen,July 01 2005,47,POINT (-94.3755469 42.8980883)
1911170,Carson,July 01 1997,754,POINT (-95.418543 41.2359227)
1929910,Garnavillo,July 01 1993,716,POINT (-91.2364097 42.8661313)
1936885,Holy Cross,July 01 1995,292,POINT (-90.996183 42.6010877)
1924645,Elgin,July 01 2013,661,POINT (-91.6355924 42.9553694)
1969015,Rowan,July 01 1991,186,POINT (-93.5504173 42.7391166)
1940935,Keosauqua,July 01 2019,908,POINT (-91.9605345 40.7346892)
1987555,Zearing,July 01 2015,539,POINT (-93.2971817 42.1589254)
1922305,Dows,April 01 2000,675,POINT (-93.5012304 42.6592854)
1935580,Hazleton,July 01 2016,829,POINT (-91.9058398 42.6177464)
1947730,Lytton,July 01 1999,284,POINT (-94.8604989 42.4233029)
1970320,Salix,July 01 2014,383,POINT (-96.3158764 42.3206398)
1914430,Clinton,July 01 2001,27571,POINT (-90.2407895 41.8434359)
1915960,Conway,April 01 2010,41,POINT (-94.6200534 40.7492479)
1936390,Hillsboro,July 01 2013,179,POINT (-91.7125258 40.8373813)
1981120,Vining,July 01 1991,78,POINT (-92.3875202 41.990983)
1901270,Allerton,July 01 2005,547,POINT (-93.3689153 40.7076938)
1944985,Libertyville,July 01 1994,278,POINT (-92.0501957 40.9582432)
1904780,Bassett,July 01 1997,80,POINT (-92.5157252 43.0620062)
1949305,Marble Rock,April 01 2000,326,POINT (-92.8683374 42.9647201)
1933150,Griswold,July 01 1999,987,POINT (-95.1392779 41.2342966)
1974955,Stanley,July 01 1998,102,POINT (-91.8123104 42.6416487)
1916050,Coon Rapids,July 01 2009,1238,POINT (-94.6784541 41.8747687)
1978915,Tripoli,July 01 1994,1113,POINT (-92.2578939 42.8083304)
1978330,Titonka,July 01 2002,561,POINT (-94.0413989 43.2371658)
1947505,Luzerne,July 01 2015,94,POINT (-92.1802573 41.9057019)
1922395,Dubuque,July 01 2014,58573,POINT (-90.7066112 42.5006649)
1957495,North Washington,July 01 2002,112,POINT (-92.4153905 43.117289)
1928020,Floyd,July 01 2017,320,POINT (-92.7402544 43.1282005)
1951375,Merrill,July 01 1993,738,POINT (-96.2524909 42.7205507)
1926400,Fairfax,July 01 1991,827,POINT (-91.7758659 41.9227519)
1974280,Spencer,July 01 2002,11182,POINT (-95.1533205 43.1468576)
1911305,Cascade,July 01 2016,2274,POINT (-91.0045814 42.3019211)
1916545,Correctionville,July 01 2012,816,POINT (-95.7830202 42.4771854)
1931890,Grafton,July 01 1993,243,POINT (-93.0687031 43.3304389)
1944355,Leland,July 01 2007,254,POINT (-93.6350977 43.3318155)
1943815,Lawler,July 01 2001,457,POINT (-92.153525 43.0717656)
1948990,Manson,April 01 2010,1690,POINT (-94.5401543 42.5283851)
1968205,Rock Valley,July 01 2007,3125,POINT (-96.2915964 43.2044873)
1922620,Dumont,July 01 2003,644,POINT (-92.9735076 42.7521928)
1933780,Hamburg,July 01 2003,1207,POINT (-95.6545764 40.606121)
1901135,Algona,July 01 1996,6107,POINT (-94.2301199 43.0743166)
1956280,New Liberty,July 01 1994,137,POINT (-90.8779898 41.7159641)
1922845,Dunkerton,July 01 2008,807,POINT (-92.161378 42.5673881)
1983325,Wellsburg,April 01 2010,707,POINT (-92.9265689 42.4338465)
1960240,Oto,July 01 1998,140,POINT (-95.8945487 42.2820807)
1905185,Beaver,July 01 2001,53,POINT (-94.139911 42.0382078)
1903745,Aurelia,July 01 1992,1030,POINT (-95.4368477 42.7130665)
1901990,Anamosa,July 01 2007,5714,POINT (-91.2757691 42.109152)
1966000,Redding,July 01 2012,80,POINT (-94.3862876 40.6068297)
1981885,Walker,July 01 1998,665,POINT (-91.7808739 42.2873128)
1919450,Dedham,July 01 2015,259,POINT (-94.8232369 41.9087315)
1930045,Garwin,July 01 2004,557,POINT (-92.6790893 42.0934589)
1952905,Mitchell,July 01 2006,150,POINT (-92.8708732 43.320421)
1970590,Sandyville,July 01 1999,65,POINT (-93.3863323 41.3707702)
1928425,Fort Atkinson,July 01 1992,370,POINT (-91.9347752 43.144115)
1947100,Lucas,July 01 2001,245,POINT (-93.4610494 41.0322107)
1900595,Afton,July 01 1996,961,POINT (-94.1953729 41.0276183)
1911215,Carter Lake,April 01 2000,3248,POINT (-95.9169331 41.2884608)
1925590,Emmetsburg,July 01 2016,3745,POINT (-94.6799659 43.1145862)
1921045,De Soto,July 01 1993,1097,POINT (-94.009715 41.5363839)
1953625,Monticello,July 01 2012,3773,POINT (-91.1836421 42.2303515)
1970230,Salem,July 01 1999,470,POINT (-91.6206406 40.8519773)
1942825,Lakota,July 01 1993,273,POINT (-94.0963165 43.3786517)
1936345,Hills,July 01 2007,640,POINT (-91.53393 41.555697)
1939450,Jefferson,July 01 1999,4413,POINT (-94.3797781 42.017241)
1954165,Morrison,July 01 1994,122,POINT (-92.6732838 42.3429631)
1976035,Sully,July 01 2017,830,POINT (-92.8468343 41.5780013)
1952815,Mingo,April 01 2010,302,POINT (-93.2826185 41.7662068)
1952500,Milton,April 01 2000,550,POINT (-92.1621496 40.671185)
1928740,Franklin,July 01 2016,135,POINT (-91.5118028 40.6669652)
1906985,Blockton,July 01 1993,177,POINT (-94.4779281 40.6168175)
1946920,Lowden,July 01 2007,798,POINT (-90.9236914 41.8591084)
1968925,Rossie,July 01 1991,94,POINT (-95.1886124 43.0136605)
1975990,Stuart,July 01 2009,1643,POINT (-94.3186774 41.5002688)
